	alpha_1	alpha_2	alpha_3	sigma.sq_1	sigma.sq_2	sigma.sq_3	theta_1	theta_2	theta_3
240	0.06649829	0.065894928	0.062445309	0.106872168	0.106872168	0.106872168	8.122174524	5.735976158	4.896733369
241	0.041950752	0.042229484	0.033713206	0.086248156	0.086248156	0.086248156	8.159081394	5.114618966	2.589033597
242	0.052522766	0.051734059	0.053281726	0.122991882	0.122991882	0.122991882	9.018975839	5.908248612	4.141806551
243	0.042146611	0.376079518	2.06E-09	2.61E-09	2.61E-09	2.61E-09	6.34E-12	7.193687712	-1.14E-13
244	0.081617762	0.421493396	2.16E-09	2.06E-09	2.06E-09	2.06E-09	6.00E-30	3.020233484	3.80E-21
245	0.006450248	2.88E-05	0.003712635	0.043032765	0.043032765	0.043032765	7.224019336	5.012039603	3.886711487
246	0.02323401	0.025325612	0.019105601	0.08114343	0.08114343	0.08114343	9.610500193	6.407027626	3.737848576
247	0.066927208	0.066129383	0.053285944	0.125138258	0.125138258	0.125138258	8.700234916	5.665663869	4.09384549
248	0.030439531	0.033401358	0.024190089	0.089916983	0.089916983	0.089916983	10.805603	6.37211212	3.070240917
249	0.058754245	0.396159831	2.06E-09	2.06E-09	2.06E-09	2.06E-09	4.40E-28	5.327265876	4.93E-20
250	0.021885611	0.025516167	0.017449705	0.116875372	0.116875372	0.116875372	8.700064432	5.804041837	3.431619759
251	0.068737424	0.065976606	0.065149579	0.102215656	0.102215656	0.102215656	8.368520495	5.036543467	5.197608632
252	0.014072933	0.011117242	0.009479915	0.062207476	0.062207476	0.062207476	8.729204553	5.194225435	4.974216881
253	0.028165577	0.026785818	0.02772053	0.055220906	0.055220906	0.055220906	9.402015301	5.051904064	5.573359149
254	0.019288417	0.016575952	0.018223626	0.055213785	0.055213785	0.055213785	7.654999522	5.738764105	3.118858426
255	0.019393518	0.016608574	0.020844343	0.048676459	0.048676459	0.048676459	9.748326402	5.409404391	4.095767325
256	0.015985724	0.014555276	0.01338821	0.057639343	0.057639343	0.057639343	9.043684328	5.513966641	2.813372214
257	0.009439214	0.014700561	0.01139998	0.091259866	0.091259866	0.091259866	7.844283672	5.828699241	3.34099144
258	0.157352257	0.523720492	2.61E-09	2.06E-09	2.06E-09	2.06E-09	2.07E-28	3.820143916	1.57E-24
259	0.023640818	0.345678085	0.008574464	4.52E-06	4.52E-06	4.52E-06	1.55E-10	7.014399119	1.65E-13
260	0.055398885	0.055446776	0.050051125	0.098647774	0.098647774	0.098647774	8.24224592	5.660376188	3.151118559
261	1.39E-07	2.06E-09	0.007634953	0.036273176	0.036273176	0.036273176	7.483954399	5.480029069	4.246342742
262	0.06521863	0.065232577	0.065041108	0.099523863	0.099523863	0.099523863	9.395285647	5.912562686	3.962514966
263	0.065456806	0.07011689	0.063238604	0.182667074	0.182667074	0.182667074	7.352687529	4.480266215	4.498401188
264	0.05094667	0.049408471	0.043161121	0.107390716	0.107390716	0.107390716	9.782151602	5.705626803	4.00038709
265	0.003697702	0.000226692	0.001387303	0.039682765	0.039682765	0.039682765	8.203727683	5.195366167	2.916607482
266	0.052059329	0.050140106	0.034269313	0.116110725	0.116110725	0.116110725	9.270754539	4.795403403	4.385770224
267	0.072262348	0.409527275	3.67E-09	2.68E-09	2.68E-09	2.68E-09	3.13E-29	2.5916539	1.46E-20
268	0.011919349	0.009239723	0.017103582	0.049107673	0.049107673	0.049107673	9.580024717	4.883545036	4.656648895
269	0.026771302	0.023075098	0.01955662	0.063374921	0.063374921	0.063374921	9.42788086	5.824840488	4.259184777
270	0.011097467	0.01017375	0.017127476	0.053122999	0.053122999	0.053122999	8.973760217	5.305801521	4.240167628
271	0.013763036	0.017175203	0.005015324	0.090166791	0.090166791	0.090166791	9.430717142	4.792146993	6.012442204
272	0.005384777	0.00013946	2.08E-09	0.0406805	0.0406805	0.0406805	8.267070925	4.496529502	308.7490616
273	0.000641346	2.79E-05	0.010583703	0.030728904	0.030728904	0.030728904	7.376102108	4.182356987	4.533202438
274	0.041753368	0.039527467	0.041649827	0.061795331	0.061795331	0.061795331	8.392274324	4.690143373	4.785972906
275	8.78E-08	2.06E-09	1.18E-07	0.040449555	0.040449555	0.040449555	7.37874469	5.936589233	4.155225454
276	0.045889947	0.044769834	0.043114947	0.118537788	0.118537788	0.118537788	7.60648827	5.635630793	3.621259873
277	0.014368687	0.016742681	0.015705165	0.064275309	0.064275309	0.064275309	11.48597727	6.153798126	3.986435834
278	0.043498931	0.042643474	0.040899248	0.08529739	0.08529739	0.08529739	7.895165364	5.250076211	4.003972555
279	0.018569427	0.013599959	0.014447386	0.051809403	0.051809403	0.051809403	9.317019088	5.828718084	4.142992088
280	0.051929911	0.049345788	0.051859962	0.098539814	0.098539814	0.098539814	9.222029708	5.544420596	3.873033687
281	0.13351604	0.749727398	2.07E-09	2.06E-09	2.06E-09	2.06E-09	-3.66E-35	3.888245365	1.74E-32
282	0.005758619	0.000293998	0.016567796	0.030555576	0.030555576	0.030555576	8.188318928	5.679258824	4.446063082
283	6.75E-06	0.311011459	1.80E-07	0.166203433	0.166203433	0.166203433	920.3760306	6.980239269	-17308776.56
284	0.067142362	0.400725927	4.25E-09	2.12E-09	2.12E-09	2.12E-09	2.14E-28	4.466212448	5.89E-20
285	0.013797887	0.014255373	0.019976556	0.052279673	0.052279673	0.052279673	9.07338112	5.844727663	4.73628178
286	0.00272104	0.000588321	2.06E-09	0.039365992	0.039365992	0.039365992	8.04885308	4.341168065	47827.43828
287	0.017650765	0.013611917	0.003053486	0.05675618	0.05675618	0.05675618	9.037839578	5.277726676	2.877628783
288	0.021120578	0.01867763	0.018231886	0.08219615	0.08219615	0.08219615	8.449701428	5.299660747	4.829638103
289	0.128213475	0.480449113	5.33E-06	2.06E-09	2.06E-09	2.06E-09	-5.31E-28	4.489515901	1.22E-19
290	0.061308499	0.395820058	2.09E-09	2.13E-09	2.13E-09	2.13E-09	-5.63E-28	5.559569531	5.35E-20
291	0.168040643	0.539284061	2.06E-09	2.07E-09	2.07E-09	2.07E-09	-6.29E-33	4.16547301	3.89E-25
292	0.050062565	0.051946746	0.035696029	0.117359973	0.117359973	0.117359973	7.792254483	4.787729124	5.069432101
293	0.004481013	0.000217508	0.01389588	0.04009516	0.04009516	0.04009516	8.17513854	6.334486762	3.270779367
294	0.047670332	0.044960988	0.045691177	0.099519799	0.099519799	0.099519799	10.02270208	5.554498953	4.152755471
295	0.026465861	0.025789749	0.025241782	0.082791926	0.082791926	0.082791926	8.750592658	6.249888197	4.885985958
296	0.019812099	0.019675215	0.013889978	0.078270592	0.078270592	0.078270592	7.756718622	5.557926115	4.322472685
297	0.019616326	0.020207428	2.06E-09	0.070978431	0.070978431	0.070978431	10.56934021	5.981675511	1158777.742
298	0.155375824	0.515355913	0.000393327	2.06E-09	2.06E-09	2.06E-09	-2.14E-31	6.211023123	7.68E-19
299	0.098863801	0.553953408	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-2.40E-35	4.583833777	1.32E-25
300	0.026526802	0.024951542	0.02554454	0.066687642	0.066687642	0.066687642	10.81978885	6.135592569	3.816787681
301	0.060677417	0.398435817	2.12E-09	2.09E-09	2.09E-09	2.09E-09	1.97E-28	3.33344333	2.64E-20
302	0.140141242	0.507762025	0.008919357	0.058902853	0.058902853	0.058902853	-1.54E-28	3.425241648	2.61E-17
303	0.013605082	0.015469448	0.016057546	0.087849966	0.087849966	0.087849966	8.368966863	5.567551204	3.094192428
304	0.014576638	0.012457821	0.007869731	0.050926262	0.050926262	0.050926262	9.452712981	6.120126731	3.933140552
305	0.049357976	0.04863204	0.042287085	0.104312053	0.104312053	0.104312053	8.543892367	5.395534383	4.06408219
306	0.065296824	0.067095853	0.064035954	0.129168012	0.129168012	0.129168012	9.093762737	5.44116246	3.229061451
307	0.059555188	0.061662048	0.055095919	0.124587565	0.124587565	0.124587565	9.60047638	5.084856673	4.404126351
308	0.067942726	0.070545083	0.064630388	0.133165331	0.133165331	0.133165331	8.645811346	5.189058138	4.046342082
309	0.020957708	0.018931644	0.01492429	0.068473825	0.068473825	0.068473825	10.06112711	5.525331077	4.30756593
310	0.005622901	6.22E-05	0.007764223	0.037409649	0.037409649	0.037409649	7.366306936	4.996627881	4.66838459
311	0.017727779	0.010235242	0.024762822	0.039789681	0.039789681	0.039789681	8.296902373	5.454648272	3.682302663
312	0.022831089	0.023905902	0.015248844	0.102613541	0.102613541	0.102613541	9.317076364	5.243206038	3.522480082
313	0.019671017	0.016396426	0.02767856	0.048865616	0.048865616	0.048865616	9.687494034	4.92819322	5.035696215
314	0.010371267	0.010418639	0.01167146	0.059061123	0.059061123	0.059061123	9.049983218	6.10017656	4.134409042
315	0.034220388	0.026629871	0.033357746	0.039225214	0.039225214	0.039225214	9.083721413	5.710344066	4.265951926
316	0.002089182	6.82E-05	0.012985843	0.034528236	0.034528236	0.034528236	7.171451145	5.364844229	2.978957624
317	0.002517474	0.00013848	0.009920564	0.0318246	0.0318246	0.0318246	7.540014766	5.058603648	4.877106509
318	0.003270711	0.000315173	1.22E-05	0.041266589	0.041266589	0.041266589	8.300509746	5.054452644	-1.006082834
319	0.030173624	0.031475161	0.024003107	0.082993816	0.082993816	0.082993816	8.920061491	5.271810161	3.401637917
320	0.050990674	0.053412977	0.052606264	0.120917734	0.120917734	0.120917734	7.056595493	5.661996144	4.57961311
321	0.04666163	0.047103378	0.036239473	0.110388066	0.110388066	0.110388066	8.290068893	4.931059948	4.389092161
322	0.093370715	0.438464616	2.46E-06	2.06E-09	2.06E-09	2.06E-09	9.15E-31	6.24406418	2.28E-18
323	0.019285199	0.020124477	0.011441836	0.062270232	0.062270232	0.062270232	9.705790449	5.755143099	3.708598836
324	0.019617614	0.019949704	0.01966885	0.070071792	0.070071792	0.070071792	9.145159083	5.737944812	4.361827932
325	0.020815905	0.017969948	0.01758526	0.054395849	0.054395849	0.054395849	9.469146311	5.364380469	2.41720849
326	0.009723721	0.014790541	0.0054771	0.072163275	0.072163275	0.072163275	7.648018934	5.175854833	3.724592175
327	0.016459078	0.013912863	0.013361023	0.061377525	0.061377525	0.061377525	9.532350461	5.97426043	3.305801543
328	0.122276291	0.274294294	2.60E-06	2.14E-09	2.14E-09	2.14E-09	-95670898.84	-15.26023077	21409612.72
329	0.018923762	0.017632156	0.013616433	0.071575762	0.071575762	0.071575762	8.871835395	4.873793962	4.198128542
330	0.016846945	0.012867701	0.017449793	0.043368454	0.043368454	0.043368454	8.593006798	5.515350748	6.248494559
331	0.05726253	0.456182034	2.61E-09	2.06E-09	2.06E-09	2.06E-09	1.23E-32	4.899266416	4.58E-22
332	0.126515699	0.277012642	0.000535931	2.44E-09	2.44E-09	2.44E-09	-25710769.15	-77.84174334	154511.0527
333	0.01024223	0.008293545	0.0132981	0.048403507	0.048403507	0.048403507	8.836900876	5.341931067	2.874991563
334	0.016202619	0.013809405	0.013480238	0.061486439	0.061486439	0.061486439	8.206175445	5.251605208	3.529351399
335	0.00429264	0.000256816	0.004814329	0.032232083	0.032232083	0.032232083	8.565208155	5.429430742	4.895486643
336	0.123610083	0.274927913	2.60E-06	2.06E-09	2.06E-09	2.06E-09	15030095.02	145.3810682	-49976930.05
337	0.016841111	0.013228831	0.014011391	0.050066273	0.050066273	0.050066273	10.10501381	5.90430965	3.385724155
338	0.009504032	0.005292832	0.011622079	0.046336287	0.046336287	0.046336287	9.800704338	6.049766663	4.507435713
339	0.016792748	0.020289711	0.015586771	0.078971634	0.078971634	0.078971634	10.27855905	5.325838022	4.356562188
340	0.038011427	0.038585123	0.043164105	0.080474795	0.080474795	0.080474795	8.013154291	5.91128727	2.94223262
341	0.045018296	0.042765576	0.048820725	0.094995596	0.094995596	0.094995596	9.625062434	5.913033321	3.538391621
342	0.018401937	0.018500981	0.021345469	0.078916528	0.078916528	0.078916528	8.436827034	5.110931946	5.049224062
343	0.028015356	0.026526731	0.028628888	0.069241795	0.069241795	0.069241795	8.846880073	5.836220684	4.187546373
344	0.054823854	0.057341149	0.052775809	0.151802167	0.151802167	0.151802167	8.295831508	5.374128712	3.299788776
345	0.025826245	0.026225401	0.030968861	0.06313303	0.06313303	0.06313303	8.761167907	5.445764671	3.088939835
346	0.058832202	0.054536791	0.067668809	0.066782934	0.066782934	0.066782934	8.389046299	4.77579138	4.942850469
347	0.004390507	0.001245417	0.001399656	0.029795105	0.029795105	0.029795105	9.327747718	5.388578397	1.896336843
348	0.004218039	0.000189625	0.016233371	0.031387168	0.031387168	0.031387168	8.219921359	5.370307974	4.441423146
349	0.001163067	1.15E-05	1.34E-06	0.035861355	0.035861355	0.035861355	8.573129162	5.577376854	6.752340335
350	0.157003695	0.523031782	0.001189563	2.08E-09	2.08E-09	2.08E-09	-5.14E-32	4.816368219	1.01E-18
351	0.043350038	0.038467723	0.044935805	0.067335983	0.067335983	0.067335983	8.512137016	4.055666597	3.911352924
352	0.025116738	0.029153329	0.027516694	0.090744482	0.090744482	0.090744482	8.285917074	4.931030712	4.26470316
353	0.135902458	0.504732134	4.47E-06	3.79E-09	3.79E-09	3.79E-09	-3.08E-31	4.209448822	1.36E-20
354	0.038831084	0.035257633	0.048228247	0.058178441	0.058178441	0.058178441	8.59372495	5.803538106	4.424201821
355	0.03014937	0.021986925	0.033566122	0.043091635	0.043091635	0.043091635	9.090077753	6.137194681	3.512478382
356	0.14952827	0.514367017	0.001082215	3.80E-09	3.80E-09	3.80E-09	-1.07E-31	3.674178502	1.39E-18
357	0.020037671	0.015183825	0.028643933	0.039213647	0.039213647	0.039213647	10.07833002	5.490424087	4.349746688
358	0.01449146	0.004349756	0.020871817	0.024786642	0.024786642	0.024786642	7.061796531	4.674662849	3.982500254
359	0.020588453	0.015984338	0.022620528	0.046954786	0.046954786	0.046954786	7.924359774	4.985375612	3.757922648
360	0.019335087	0.019682619	0.008510496	0.066225569	0.066225569	0.066225569	8.222409076	5.471921747	2.10749209
361	0.004757658	0.000577585	1.17E-05	0.027120853	0.027120853	0.027120853	7.505411238	5.11014447	-6.676008075
362	0.020973689	0.012866311	0.018644507	0.04812634	0.04812634	0.04812634	8.441803309	5.465438871	4.067550471
363	0.072849857	0.408244722	5.43E-09	3.20E-09	3.20E-09	3.20E-09	5.90E-29	3.845821709	3.54E-20
364	0.014756618	0.01038362	0.011458436	0.050962573	0.050962573	0.050962573	9.279090485	5.800174742	3.737767357
365	0.041471246	0.039245524	0.042656587	0.068627696	0.068627696	0.068627696	8.379733153	4.233481468	3.893323498
366	0.061196947	0.394903109	2.19E-09	2.18E-09	2.18E-09	2.18E-09	4.32E-28	3.92056685	4.26E-20
367	0.012145363	0.012436657	0.01498848	0.062766926	0.062766926	0.062766926	8.408665063	4.950376753	3.484278757
368	0.018646978	0.018118454	0.023559307	0.076283075	0.076283075	0.076283075	8.154095372	5.561863697	3.818812977
369	0.0244633	0.023835785	0.024623138	0.068221057	0.068221057	0.068221057	9.081365075	5.519256777	3.488929875
370	0.061773568	0.398103214	2.86E-09	2.07E-09	2.07E-09	2.07E-09	2.81E-28	4.348022086	4.77E-20
371	0.050172562	0.048493177	0.036891195	0.121529952	0.121529952	0.121529952	8.562215981	5.497635137	4.079255107
372	0.172401832	0.548753682	2.11E-09	2.06E-09	2.06E-09	2.06E-09	-2.78E-33	6.614752776	2.96E-25
373	0.062300176	0.400526082	2.37E-06	2.06E-09	2.06E-09	2.06E-09	1.49E-28	3.456156345	2.58E-17
374	0.133093037	0.485777502	1.52E-05	2.39E-09	2.39E-09	2.39E-09	-4.65E-30	3.696753527	1.86E-19
375	4.43E-07	2.61E-09	0.005657006	0.041166623	0.041166623	0.041166623	7.467048156	5.043917071	4.911850316
376	0.024264807	0.020756992	0.020431853	0.071291177	0.071291177	0.071291177	7.445318553	4.586397993	4.773968321
377	0.00276619	8.16E-05	0.005309354	0.036739926	0.036739926	0.036739926	7.700084683	5.133305098	3.853537708
378	0.049875573	0.049093042	0.042141156	0.138623681	0.138623681	0.138623681	7.724088306	5.563417675	4.39595355
379	0.001628229	9.08E-05	0.007675937	0.03533649	0.03533649	0.03533649	8.112791034	5.434921395	3.27458551
380	0.016223692	0.012686908	0.017011792	0.052285319	0.052285319	0.052285319	8.326649555	5.480369062	4.739598074
381	0.01173959	0.016915117	0.007074832	0.0945156	0.0945156	0.0945156	10.33780108	5.768875306	3.510086324
382	0.002536229	0.000120735	2.06E-09	0.04014496	0.04014496	0.04014496	7.567104515	5.388788542	1912.142903
383	0.040708031	0.366921224	3.00E-09	2.39E-09	2.39E-09	2.39E-09	5.84E-11	6.342496753	-1.65E-13
384	0.020242191	0.02084784	0.020914713	0.061433461	0.061433461	0.061433461	9.130647882	5.848461964	3.777315798
385	0.044835579	0.546209165	0.034917984	0.061420063	0.061420063	0.061420063	-6.45E-37	4.136944294	2.11E-17
386	0.022505585	0.018471514	0.028274281	0.054178191	0.054178191	0.054178191	10.75650093	5.148829507	4.413133609
387	0.006180255	0.000112826	0.003704665	0.03097079	0.03097079	0.03097079	6.909340152	4.558833089	3.861648431
388	0.020298403	0.024310346	0.017203441	0.086625957	0.086625957	0.086625957	10.38074684	5.916025968	4.302954253
389	0.003006243	2.06E-09	0.008031882	0.041025486	0.041025486	0.041025486	7.202044232	5.827865748	4.675093746
390	0.011684294	0.007687122	0.00542175	0.062189073	0.062189073	0.062189073	9.730093927	6.143667242	4.060615014
391	0.004798866	0.000729095	0.027814669	0.035531176	0.035531176	0.035531176	7.886858896	5.360487707	3.14241678
392	0.001796082	1.75E-05	0.005849112	0.049272771	0.049272771	0.049272771	7.377836715	4.855252337	3.947661104
393	3.15E-07	2.06E-09	0.020355513	0.038606255	0.038606255	0.038606255	8.371577424	5.373130615	4.619046121
394	0.054190973	0.051951693	0.050679461	0.097108748	0.097108748	0.097108748	8.597294638	4.986302467	4.364598682
395	0.043687329	0.044022014	0.050231802	0.077361177	0.077361177	0.077361177	9.972370837	5.54722653	4.462639697
396	0.000673034	4.12E-05	0.012861039	0.034145053	0.034145053	0.034145053	8.384875904	4.41340587	4.251445292
397	0.003804074	0.000455526	0.008427614	0.029995126	0.029995126	0.029995126	8.597824364	5.706265098	3.609059395
398	0.046974781	0.043885064	0.035558453	0.067935416	0.067935416	0.067935416	8.910720625	5.836650946	4.758442382
399	0.018112896	0.022501362	0.023916214	0.082761038	0.082761038	0.082761038	8.891313201	5.761790069	3.556312606
400	0.039545665	0.032069779	0.039024255	0.05626019	0.05626019	0.05626019	9.594626026	4.889017655	4.693581027
401	0.072123103	0.430081728	5.26E-09	2.06E-09	2.06E-09	2.06E-09	1.33E-30	3.845198175	5.91E-21
402	0.016530358	0.012177635	0.016666388	0.045346199	0.045346199	0.045346199	7.691440833	5.188593796	3.925940182
403	0.048085091	0.053188092	0.04442335	0.14486699	0.14486699	0.14486699	9.548270204	6.020025625	3.844881572
404	0.002838342	0.000203757	0.00627051	0.036601705	0.036601705	0.036601705	8.043348165	5.374259608	3.368544024
405	0.055261519	0.058692348	0.059004202	0.123459726	0.123459726	0.123459726	8.598552597	5.296261395	3.726335586
406	0.074031584	0.416409205	5.66E-09	2.14E-09	2.14E-09	2.14E-09	1.30E-29	3.354608591	1.67E-20
407	0.045486586	0.045097251	0.042669553	0.095968328	0.095968328	0.095968328	7.839430061	5.40409945	3.639437779
408	0.064298353	0.405511324	2.61E-09	4.40E-09	4.40E-09	4.40E-09	5.39E-29	2.787602364	1.54E-20
409	0.017474202	0.01544234	0.015042221	0.058696699	0.058696699	0.058696699	9.893028425	4.866710471	4.231817449
410	0.041016783	0.36918466	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-1.08E-10	7.253951967	-3.67E-13
411	0.027120703	0.024625853	0.018705419	0.068735963	0.068735963	0.068735963	9.048984763	5.185107816	3.420781537
412	0.014435813	0.015885088	0.01906164	0.061380149	0.061380149	0.061380149	10.89933312	5.896816137	5.432930631
413	0.136236669	0.508082985	2.03E-05	2.14E-09	2.14E-09	2.14E-09	-1.64E-31	3.746984164	4.22E-20
414	0.066938879	0.403111191	3.41E-09	2.08E-09	2.08E-09	2.08E-09	-5.24E-28	3.303673412	2.89E-20
415	0.056908689	0.399075165	2.51E-09	2.31E-09	2.31E-09	2.31E-09	1.55E-28	3.278389713	2.92E-20
416	0.026087363	0.021287891	0.019817679	0.059153366	0.059153366	0.059153366	8.368383116	5.357318343	2.284514016
417	0.025331374	0.028720193	0.011853724	0.103231676	0.103231676	0.103231676	8.652842519	6.376712708	2.456847274
418	0.006237916	0.000550981	0.014853177	0.029532844	0.029532844	0.029532844	7.415974705	5.561411227	2.400175003
419	0.01090036	0.013680932	0.01429661	0.067480735	0.067480735	0.067480735	8.235360603	6.420478964	4.068547167
420	0.016853196	0.014633399	0.027561214	0.050006371	0.050006371	0.050006371	8.89897571	4.863352422	4.137501488
421	0.141425093	0.496403429	1.81E-05	2.08E-09	2.08E-09	2.08E-09	-1.49E-30	4.207230078	1.08E-19
422	0.033477319	0.361656462	8.39E-09	2.54E-09	2.54E-09	2.54E-09	1.96E-11	6.785581629	-5.01E-13
423	0.023392892	0.020641395	0.018054148	0.061451646	0.061451646	0.061451646	9.718104434	5.098603414	3.869017697
424	0.172733008	0.544112902	2.41E-09	2.07E-09	2.07E-09	2.07E-09	1.46E-28	3.484181899	2.58E-25
425	1.46E-05	0.30887654	0.003720034	0.039566008	0.039566008	0.039566008	4.48E-06	6.460789259	-1007.91351
426	0.007541052	0.000262616	0.019917618	0.028849073	0.028849073	0.028849073	7.22582928	5.168906009	3.53554461
427	0.019878047	0.016568072	0.01417385	0.066401678	0.066401678	0.066401678	9.440489521	5.724689665	4.357541047
428	0.063338173	0.064329444	0.055603288	0.149205754	0.149205754	0.149205754	8.81016909	5.624198144	5.077857488
429	0.020912367	0.015635291	0.018627108	0.047892888	0.047892888	0.047892888	10.33714908	6.347154083	4.546272946
430	0.066721471	0.404831071	3.60E-09	2.06E-09	2.06E-09	2.06E-09	-8.66E-28	6.004601588	4.82E-20
431	0.0305647	0.032158544	0.026360452	0.108103549	0.108103549	0.108103549	8.313672003	5.59785313	3.621102516
432	0.026829351	0.027788921	0.021752114	0.085656909	0.085656909	0.085656909	8.528666837	5.225471349	3.938093783
433	0.067321151	0.605853363	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-1.51E-33	3.895500518	1.75E-27
434	0.008294255	0.000943235	0.013259862	0.034687882	0.034687882	0.034687882	9.715030272	5.821294026	5.325242015
435	0.047547433	0.047166894	0.048469318	0.105218558	0.105218558	0.105218558	8.425162967	6.461905294	3.435886338
436	0.105409676	0.45814765	2.34E-06	2.11E-09	2.11E-09	2.11E-09	3.45E-28	3.588931987	2.57E-19
437	0.027891643	0.027861149	0.027226326	0.077342766	0.077342766	0.077342766	8.428399203	6.159760685	4.293121657
438	0.054013422	0.054733597	0.0424514	0.106384746	0.106384746	0.106384746	9.034174357	5.571513003	3.957597217
439	0.00091785	0.385948952	2.06E-09	0.077440292	0.077440292	0.077440292	-1.80E-13	8.620393526	-1.36E-15
440	0.017122364	0.01885555	0.021556274	0.057573982	0.057573982	0.057573982	9.032104727	6.226761258	3.504376204
441	0.020131206	0.017360816	0.016591051	0.052798879	0.052798879	0.052798879	9.200043206	4.819964089	3.897001462
442	0.014313147	0.018207082	0.014716888	0.073766949	0.073766949	0.073766949	9.868933978	5.834246755	4.637937634
443	0.067087004	0.060755962	0.05003305	0.069136575	0.069136575	0.069136575	7.73286321	6.483739596	4.903329976
444	0.004218478	0.000404669	0.007206754	0.038783417	0.038783417	0.038783417	7.776788762	5.342823572	2.810681957
445	0.006480969	0.000543401	0.00650006	0.034432187	0.034432187	0.034432187	7.336238597	4.590124709	3.415138823
446	0.129073112	0.278536945	4.75E-06	2.10E-09	2.10E-09	2.10E-09	-228844.3752	5.213857712	-196474.1037
447	0.087420447	0.434083785	2.19E-09	2.27E-09	2.27E-09	2.27E-09	1.45E-30	5.465281768	2.53E-21
448	0.049923367	0.04798462	0.037215301	0.112688935	0.112688935	0.112688935	9.19192412	4.898546014	5.178317173
449	0.101813257	0.449967476	2.65E-09	2.08E-09	2.08E-09	2.08E-09	9.96E-32	3.930923403	6.15E-22
450	0.066724708	0.067460899	0.054933261	0.149842505	0.149842505	0.149842505	8.810263757	5.68658052	4.51930749
451	0.028968	0.026536323	0.021033593	0.079644945	0.079644945	0.079644945	7.92139784	4.837590803	4.243721444
452	0.149125236	0.54339461	2.54E-06	0.058100291	0.058100291	0.058100291	-3.18E-29	3.740431115	3.09E-22
453	0.073305812	0.073962003	0.069195543	0.139650184	0.139650184	0.139650184	8.78095573	5.156035642	3.311879452
454	0.064992954	0.581746944	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-5.51E-38	4.527608525	1.40E-26
455	0.000628885	4.33E-06	9.62E-06	0.04072422	0.04072422	0.04072422	7.555899	5.685274494	3.494747115
456	0.00874335	1.94E-05	0.010740834	0.031967254	0.031967254	0.031967254	6.986568133	5.55879223	4.00815417
457	0.004107124	0.000619371	0.011003328	0.036581491	0.036581491	0.036581491	8.890579541	5.208090188	3.394178764
458	0.009794815	0.014461924	0.004652667	0.07303681	0.07303681	0.07303681	9.22001181	5.76677488	1.372128355
459	0.140700602	0.6042801	2.06E-09	2.07E-09	2.07E-09	2.07E-09	-8.34E-38	5.760131407	2.94E-27
460	0.017722917	0.01643736	0.012713565	0.077927031	0.077927031	0.077927031	10.28981641	5.526634616	4.176766978
461	0.048177533	0.049181069	0.044710935	0.137520651	0.137520651	0.137520651	8.301023155	5.202943162	3.10150688
462	0.048904949	0.05035875	0.050751782	0.109633583	0.109633583	0.109633583	8.85275807	5.491695812	3.984255803
463	0.024303444	0.020870029	0.021658366	0.068527053	0.068527053	0.068527053	8.362942528	5.139421235	4.147805631
464	0.021283563	0.019301256	0.015724293	0.063740099	0.063740099	0.063740099	7.978775724	5.507620907	4.193242788
465	0.125757653	0.48460601	1.81E-05	2.65E-09	2.65E-09	2.65E-09	-6.15E-30	5.807127582	3.84E-19
466	0.036873791	0.037662711	0.02165599	0.110628629	0.110628629	0.110628629	10.39522314	6.699733688	3.316526374
467	0.057397372	0.054308314	0.059600087	0.10157777	0.10157777	0.10157777	8.28302972	5.483895151	4.247682502
468	1.04E-07	2.06E-09	2.02E-05	0.03982969	0.03982969	0.03982969	7.811463796	4.93609938	3.345073429
469	0.062711289	0.394473694	2.06E-09	2.06E-09	2.06E-09	2.06E-09	5.28E-28	4.257911195	4.51E-20
470	0.019264286	0.01929879	0.01334668	0.074964393	0.074964393	0.074964393	8.760741503	5.921342492	3.497137612
471	0.226623273	0.803449273	0.024262066	0.103343427	0.103343427	0.103343427	-6.52E-34	4.040900638	9.20E-27
472	0.175531901	0.612666536	0.050196525	0.118180184	0.118180184	0.118180184	-3.77E-39	2.997738004	2.52E-19
473	0.013234127	0.012124317	0.012261381	0.056951715	0.056951715	0.056951715	9.573099425	6.688320649	3.358861908
474	0.055185294	0.057355198	0.051676283	0.127310071	0.127310071	0.127310071	7.647572084	5.543047729	3.142762825
475	0.064450595	0.40077896	5.82E-09	2.35E-09	2.35E-09	2.35E-09	2.27E-28	5.159286914	9.30E-20
476	0.024927826	0.020893875	0.011995919	0.047081981	0.047081981	0.047081981	9.283535266	5.492862553	3.616267963
477	0.00077191	2.12E-05	3.94E-05	0.043512432	0.043512432	0.043512432	7.322670805	5.500470074	3.988705996
478	0.144696332	0.506808778	0.019210311	0.142241427	0.142241427	0.142241427	-1.16E-31	4.197574308	1.22E-16
479	0.041660621	0.037249201	0.032375076	0.088033504	0.088033504	0.088033504	9.305681271	4.636727559	3.582226889
480	0.04906995	0.045451199	0.050640488	0.066905392	0.066905392	0.066905392	7.470842475	4.828230532	4.343409238
481	0.023968336	0.024566737	0.03065798	0.077177869	0.077177869	0.077177869	8.217441529	4.928350174	4.595202764
