	alpha_1	alpha_2	alpha_3	sigma.sq_1	sigma.sq_2	sigma.sq_3	theta_1	theta_2	theta_3
724	0.020653601	0.019493609	0.026085506	0.061629799	0.061629799	0.061629799	9.699685291	5.689590458	4.102398561
725	0.002411854	0.308432478	2.74E-09	0.024244679	0.024244679	0.024244679	9.82E-09	4.415406744	3.35E-09
726	0.086786034	0.086405921	0.086962615	0.147714119	0.147714119	0.147714119	8.279209003	4.437417162	3.890704597
727	0.002819249	6.68E-05	0.003359009	0.040979699	0.040979699	0.040979699	8.848742965	5.634511816	4.38504928
728	0.024342904	0.024553393	0.029521372	0.053637592	0.053637592	0.053637592	8.867152708	4.998230434	3.288327319
729	0.050535428	0.05050718	0.055591041	0.091505617	0.091505617	0.091505617	8.814194062	4.825208507	4.203541018
730	0.024211036	0.019724564	0.018532008	0.063650488	0.063650488	0.063650488	9.33180081	6.486801032	4.161510658
731	0.01217872	0.01413332	0.020467447	0.069915265	0.069915265	0.069915265	10.43658409	6.838078177	4.095319833
732	0.028028382	0.021788007	0.024895893	0.040814431	0.040814431	0.040814431	7.937730775	5.338309852	4.398763851
733	7.43E-08	6.73E-09	2.20E-09	0.035900895	0.035900895	0.035900895	8.411397168	5.29170201	0.317642779
734	0.026060962	0.027100995	0.022927479	0.072349732	0.072349732	0.072349732	8.735795222	5.072532123	3.843629615
735	0.169545974	0.540334934	3.65E-09	2.30E-09	2.30E-09	2.30E-09	-4.27E-33	3.101858947	4.71E-25
736	0.104661907	0.451502071	1.90E-06	4.77E-09	4.77E-09	4.77E-09	8.11E-32	3.858288093	3.83E-19
737	9.69E-08	2.06E-09	6.68E-08	0.043157656	0.043157656	0.043157656	8.046273355	5.422972494	3.913106156
738	0.062474941	0.395007102	3.51E-09	2.06E-09	2.06E-09	2.06E-09	4.96E-28	4.413702515	7.63E-20
739	0.048393565	0.048535712	0.038839735	0.141657536	0.141657536	0.141657536	8.314300921	4.937013921	2.717352082
740	0.006487186	0.001546876	0.009829731	0.035323468	0.035323468	0.035323468	9.431192725	5.253683203	4.56465115
741	0.051061434	0.448918704	2.77E-06	3.22E-09	3.22E-09	3.22E-09	2.98E-32	4.089129337	7.27E-19
742	0.014131353	0.011737101	0.006587301	0.054265315	0.054265315	0.054265315	8.077396804	5.428577023	3.053727668
743	0.067901199	0.066614985	0.05116135	0.130324685	0.130324685	0.130324685	8.158597622	4.93980597	2.800202731
744	0.173783284	0.537401694	2.06E-09	2.06E-09	2.06E-09	2.06E-09	3.51E-28	5.031203477	5.47E-25
745	0.047468308	0.427477532	2.10E-09	2.06E-09	2.06E-09	2.06E-09	1.32E-30	5.01119471	3.79E-21
746	0.126582192	0.272069605	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-1351687.946	4.673551939	45.8457003
747	0.018953483	0.017926341	0.02783224	0.049611535	0.049611535	0.049611535	9.100535389	6.102844786	4.276771941
748	0.036040318	0.026707272	0.042944465	0.041027806	0.041027806	0.041027806	9.08244886	4.466271251	3.804097839
749	0.002985438	9.72E-06	6.12E-07	0.046997709	0.046997709	0.046997709	7.293725264	4.392855	0.11372261
750	0.017868821	0.010078339	0.010058343	0.03754297	0.03754297	0.03754297	9.528064909	5.46964814	4.299968434
751	0.069894802	0.070032427	0.063900635	0.102933031	0.102933031	0.102933031	8.102232262	5.300565824	4.288102586
752	0.035293771	0.361782325	4.93E-09	2.78E-09	2.78E-09	2.78E-09	1.01E-11	8.673767958	-5.26E-13
753	0.16723227	0.583697975	0.044984644	0.078591841	0.078591841	0.078591841	-5.62E-37	5.223160622	2.97E-18
754	0.135435669	0.49591411	4.76E-06	2.06E-09	2.06E-09	2.06E-09	-7.81E-31	2.731816487	1.91E-20
755	0.013113464	0.012729546	0.016620893	0.052270773	0.052270773	0.052270773	8.980788701	5.580215633	4.326470512
756	0.161485423	0.524826818	3.69E-09	2.07E-09	2.07E-09	2.07E-09	-4.06E-32	3.80083337	2.03E-24
757	0.05715343	0.05752026	0.047479519	0.118984913	0.118984913	0.118984913	8.889343525	5.35740588	4.446022031
758	1.59E-07	2.06E-09	7.34E-08	0.045485774	0.045485774	0.045485774	7.609401641	6.192485777	2.50776799
759	0.00606711	2.06E-09	0.010420302	0.031480605	0.031480605	0.031480605	7.003779453	5.069523986	4.403534244
760	0.001603979	0.006731553	2.28E-09	0.067946869	0.067946869	0.067946869	13.0924063	5.493853033	202486.6806
761	0.018084364	0.01024172	0.01939874	0.039344866	0.039344866	0.039344866	7.401494176	4.848512813	2.011764757
762	0.001992753	6.14E-06	0.007563322	0.043779166	0.043779166	0.043779166	7.623994483	5.760294889	3.887357891
763	0.058253479	0.391955568	2.61E-09	2.06E-09	2.06E-09	2.06E-09	2.88E-11	7.908824008	-1.69E-13
764	0.003246537	9.68E-05	0.009425918	0.03093037	0.03093037	0.03093037	7.22990128	4.898963965	3.65523448
765	0.173371841	0.547712738	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-2.26E-33	4.347971782	2.06E-25
766	0.007084436	0.007356616	2.06E-09	0.053056629	0.053056629	0.053056629	8.158550013	5.613688838	388374.6826
767	0.083612718	0.470683213	2.09E-09	2.06E-09	2.06E-09	2.06E-09	-4.54E-30	3.753806396	8.74E-23
768	0.052095067	0.051132235	0.048873623	0.098381362	0.098381362	0.098381362	9.329267321	5.212119004	3.251095834
769	0.061451224	0.394962872	2.09E-09	2.07E-09	2.07E-09	2.07E-09	6.02E-28	5.472792187	5.66E-20
770	0.005391933	0.000152266	0.014832136	0.030543359	0.030543359	0.030543359	8.06575495	5.335156708	4.82144968
771	1.12E-05	0.307695123	2.72E-07	0.396726678	0.396726678	0.396726678	1627.103467	7.850303127	-24744755.06
772	0.025796091	0.026664654	0.023870543	0.079480774	0.079480774	0.079480774	8.51550452	5.440890853	2.710898242
773	0.096208365	0.44365229	2.35E-09	2.15E-09	2.15E-09	2.15E-09	5.15E-28	4.336048137	1.00E-21
774	0.008628524	0.000164512	0.021472071	0.023270197	0.023270197	0.023270197	8.076294316	5.610239148	4.800884818
775	0.013481866	0.01638911	0.014372031	0.081943605	0.081943605	0.081943605	8.567371179	5.578535763	3.071255074
776	0.043201025	0.040854614	0.036698403	0.085385971	0.085385971	0.085385971	8.834490575	4.976996517	3.278430246
777	0.064200768	0.399027913	2.06E-09	2.06E-09	2.06E-09	2.06E-09	1.89E-28	3.210450706	2.36E-20
778	0.002193587	6.08E-05	2.06E-09	0.047878985	0.047878985	0.047878985	6.810282969	4.12670713	-4101.491893
779	0.035135636	0.358188238	2.06E-09	2.07E-09	2.07E-09	2.07E-09	4.46E-11	6.369791491	-1.66E-13
780	0.00647611	0.001076668	0.017336146	0.031359691	0.031359691	0.031359691	7.216682776	5.573243515	4.322108672
781	0.031466744	0.354737211	2.06E-09	2.06E-09	2.06E-09	2.06E-09	1.03E-10	8.418553547	-1.27E-13
782	0.051294843	0.384822804	5.61E-09	2.06E-09	2.06E-09	2.06E-09	-6.64E-11	8.160052311	-8.05E-13
783	0.006000498	7.09E-05	0.004400707	0.043356239	0.043356239	0.043356239	8.235421728	5.434534148	3.888595212
784	0.162478231	0.524633905	7.96E-05	2.19E-09	2.19E-09	2.19E-09	-6.02E-32	5.23216618	6.13E-20
785	0.006762748	0.000562843	0.021748226	0.025527655	0.025527655	0.025527655	8.128391655	4.32221059	4.305710187
786	0.00172508	6.16E-06	0.003782168	0.040600078	0.040600078	0.040600078	7.414773819	5.520125832	4.92231113
787	0.046290155	0.047738178	0.042403164	0.111640165	0.111640165	0.111640165	9.878058971	5.388182123	4.401673042
788	0.062145879	0.059356607	0.061039108	0.09108945	0.09108945	0.09108945	8.885389883	5.941233054	5.480213877
789	0.05748634	0.055726291	0.051506206	0.111416468	0.111416468	0.111416468	6.574164504	4.699323614	4.442913717
790	0.025744427	0.021397789	0.023468446	0.062953597	0.062953597	0.062953597	8.247612803	5.76456062	3.479890198
791	0.014147691	0.016548908	0.022335615	0.06288534	0.06288534	0.06288534	10.31134944	5.749847896	4.86409032
792	0.044470275	0.041109147	0.040635815	0.068126384	0.068126384	0.068126384	8.323243665	5.170264111	3.079438594
793	0.00361223	0.000144794	0.01623597	0.031199131	0.031199131	0.031199131	8.749535146	5.167370593	4.41199251
794	9.52E-06	7.77E-07	3.43E-07	0.045630918	0.045630918	0.045630918	7.465961154	6.057913858	2.761079346
795	0.094597281	0.44291846	2.06E-09	2.06E-09	2.06E-09	2.06E-09	5.41E-27	5.198160139	1.11E-21
796	0.056799333	0.398366452	2.12E-09	2.06E-09	2.06E-09	2.06E-09	2.36E-28	4.423188881	3.53E-20
797	0.007594285	0.001113861	0.018453731	0.026959915	0.026959915	0.026959915	8.770939727	6.571735799	3.808994849
798	0.020550445	0.019897698	0.018460013	0.069949922	0.069949922	0.069949922	8.943342573	4.930040699	3.436559205
799	0.017188973	0.013519831	0.023169961	0.053508368	0.053508368	0.053508368	8.78500231	5.671796445	4.54458296
800	0.021331785	0.019148888	0.025875911	0.059672734	0.059672734	0.059672734	9.35931466	5.865206654	4.014166303
801	0.092118389	0.437376768	2.14E-09	2.07E-09	2.07E-09	2.07E-09	8.90E-31	5.208703414	1.81E-21
802	0.045620425	0.04616887	0.044699478	0.113803822	0.113803822	0.113803822	8.940695936	4.878500424	4.117911538
803	0.011419958	0.005137426	0.019244765	0.026190362	0.026190362	0.026190362	9.210888942	5.181065873	2.927278344
804	0.008614559	0.001180118	0.020700734	0.025295046	0.025295046	0.025295046	7.83977408	5.724812644	4.973931264
805	0.027038156	0.028601772	0.016926518	0.092027737	0.092027737	0.092027737	10.62353918	5.301757056	3.71848656
806	0.007160684	0.000496322	0.012903265	0.033252214	0.033252214	0.033252214	8.536764435	6.020693923	4.601884006
807	0.060805798	0.397998438	3.39E-09	2.46E-09	2.46E-09	2.46E-09	2.81E-28	4.394123819	5.77E-20
808	0.003385387	0.000386045	2.06E-09	0.037311007	0.037311007	0.037311007	7.338409681	4.199245696	3136.000672
809	0.015787945	0.00408651	0.024153389	0.022961753	0.022961753	0.022961753	8.038661862	5.759542195	4.024178487
810	0.132267884	0.484016447	4.13E-05	2.48E-09	2.48E-09	2.48E-09	-4.07E-30	2.561514866	4.05E-19
811	0.020449431	0.019715056	2.06E-09	0.080433619	0.080433619	0.080433619	9.05807582	5.080972102	1004930.019
812	0.037211377	0.653703153	1.11E-08	2.06E-09	2.06E-09	2.06E-09	-1.74E-43	5.442839033	2.85E-28
813	0.0502846	0.049643636	0.046138547	0.101018872	0.101018872	0.101018872	7.319315849	5.327625384	3.502147063
814	0.064640347	0.400501478	2.06E-09	2.09E-09	2.09E-09	2.09E-09	8.89E-28	3.791463139	2.47E-20
815	0.01075506	0.001768757	0.012658177	0.032455788	0.032455788	0.032455788	8.901949572	5.298921965	4.238289055
816	0.054306304	0.054393091	0.062360654	0.111870196	0.111870196	0.111870196	8.13851945	5.511959068	3.996634821
817	0.003973828	0.000204223	0.00398218	0.033110694	0.033110694	0.033110694	7.900427416	5.675705256	4.24234339
818	0.014551176	0.012397534	2.08E-09	0.060935168	0.060935168	0.060935168	8.966258073	5.26881988	54521.18198
819	0.007396718	0.000251995	0.02265069	0.028233304	0.028233304	0.028233304	8.439829904	5.954167267	3.582196151
820	0.009938558	0.013284274	2.08E-09	0.065750313	0.065750313	0.065750313	6.700363024	6.068052505	240428.228
821	0.028582433	0.028621554	0.018716457	0.088065105	0.088065105	0.088065105	8.785851619	5.819767242	5.249108536
822	0.023750855	0.020591798	0.026188397	0.055065847	0.055065847	0.055065847	9.978710069	5.102403865	3.585337257
823	0.032703413	0.035909363	0.02506959	0.093118707	0.093118707	0.093118707	8.846259263	5.941513631	2.611384226
824	0.066575426	0.066593342	0.056853411	0.12472636	0.12472636	0.12472636	8.677591271	6.039831635	4.845798621
825	0.049829939	0.3825564	4.67E-09	2.06E-09	2.06E-09	2.06E-09	1.35E-12	4.776672532	-2.39E-13
826	0.068053483	0.072503638	0.066317569	0.168024928	0.168024928	0.168024928	8.096293164	5.485744503	4.160890196
827	0.080832308	0.083483071	0.077628317	0.209709635	0.209709635	0.209709635	8.549893842	5.122967838	4.754678681
828	0.051562991	0.047094226	0.047154988	0.07771038	0.07771038	0.07771038	7.118345717	5.685316021	4.609034674
829	0.03072314	0.029878552	0.01792401	0.068687634	0.068687634	0.068687634	8.155749734	5.044552832	4.446087458
830	0.017788365	0.01508995	0.019540087	0.07293297	0.07293297	0.07293297	10.96308441	5.608890471	4.031538031
831	0.021375908	0.015032457	0.02562344	0.041704415	0.041704415	0.041704415	9.030483438	5.869903749	3.610157709
832	0.07512569	0.47371021	2.65E-05	5.24E-09	5.24E-09	5.24E-09	-1.67E-30	3.394469523	7.89E-19
833	0.013336594	0.010423765	0.008924397	0.049325601	0.049325601	0.049325601	8.751471302	4.858397046	3.907727741
834	0.045373735	0.552765258	0.045373735	0.098842673	0.098842673	0.098842673	-1.19E-37	3.82511961	2.68E-17
835	0.041774839	0.041775225	0.044174809	0.109492364	0.109492364	0.109492364	9.756152907	5.434658617	5.597919026
836	0.000863362	7.04E-06	2.06E-09	0.03259161	0.03259161	0.03259161	7.414178769	5.280615985	-142.1323081
837	0.028251702	0.024770833	0.031289466	0.054594572	0.054594572	0.054594572	9.031607219	5.392152787	4.351694922
838	0.018289709	0.019780355	0.013828406	0.085065089	0.085065089	0.085065089	7.752500272	5.642879635	2.368701573
839	0.075495538	0.417846556	2.21E-09	2.06E-09	2.06E-09	2.06E-09	-5.86E-28	4.213828302	7.30E-21
840	0.010138474	0.004470849	0.019665329	0.035079981	0.035079981	0.035079981	7.408117696	5.683731504	3.023742966
841	0.018239833	0.015996934	0.021222392	0.067170646	0.067170646	0.067170646	8.828594944	6.188283779	4.362996954
842	0.017064071	0.014207803	2.06E-09	0.072686194	0.072686194	0.072686194	10.19309944	4.959165078	749362.6336
843	0.123294227	0.480462564	6.32E-05	2.29E-09	2.29E-09	2.29E-09	-7.32E-30	4.07000466	1.31E-18
844	0.105207306	0.457019255	5.06E-07	2.06E-09	2.06E-09	2.06E-09	-2.26E-28	7.568537118	1.28E-19
845	0.000356392	8.14E-06	0.020497007	0.03977603	0.03977603	0.03977603	8.211522554	5.757832165	5.049576793
846	0.066936253	0.066024655	0.060343286	0.151089367	0.151089367	0.151089367	7.129804522	4.461349839	4.21646917
847	0.024398098	0.022305863	0.020498327	0.065745956	0.065745956	0.065745956	8.687881808	6.409451869	4.87816236
848	0.015806582	0.017561236	0.020794611	0.057042958	0.057042958	0.057042958	8.25806795	5.014757043	3.916783477
849	0.00411185	0.000329051	0.010005143	0.033451487	0.033451487	0.033451487	8.122238021	4.9693042	3.379444793
850	0.028307002	0.02120954	0.030506153	0.042321255	0.042321255	0.042321255	8.601796559	5.819547538	3.449354921
851	0.028528912	0.030105685	0.026905342	0.111100368	0.111100368	0.111100368	8.275969818	5.387777554	3.896561791
852	0.018527702	0.014198358	0.013498295	0.046714877	0.046714877	0.046714877	10.28078212	6.178650264	4.278068616
853	0.007550074	0.000393877	0.01949555	0.02690831	0.02690831	0.02690831	8.481286852	6.092217554	4.22707134
854	0.057621996	0.392337681	2.06E-09	2.07E-09	2.07E-09	2.07E-09	-7.59E-11	6.051595765	-2.78E-13
855	0.018384868	0.018278692	0.014599816	0.079661412	0.079661412	0.079661412	7.925965765	5.439275926	4.266917814
856	0.007911899	0.000402161	0.021404992	0.022616312	0.022616312	0.022616312	7.234480654	4.921853694	4.191652582
857	0.056002056	0.059416113	0.059544497	0.120184786	0.120184786	0.120184786	7.230181426	5.048087808	4.02861367
858	0.163076145	0.56912053	0.046739622	0.097619303	0.097619303	0.097619303	-4.11E-36	5.200878564	1.09E-17
859	0.016842984	0.011507318	0.005782886	0.060088828	0.060088828	0.060088828	9.327154678	5.283702123	4.229544943
860	0.028009001	0.024140419	0.017788527	0.071981727	0.071981727	0.071981727	7.63558709	4.416377279	2.64734043
861	0.056466249	0.565806864	6.68E-09	2.06E-09	2.06E-09	2.06E-09	6.38E-33	2.811952561	1.01E-25
862	0.018121981	0.014166055	0.010587312	0.051132719	0.051132719	0.051132719	8.926749261	5.274342102	3.413257583
863	0.055862901	0.389835299	4.03E-09	2.06E-09	2.06E-09	2.06E-09	-1.70E-12	7.198360924	-3.26E-13
864	0.085909581	0.413758403	2.08E-09	2.06E-09	2.06E-09	2.06E-09	4.41E-29	5.191199869	1.17E-20
865	0.103597046	0.452689194	4.33E-09	2.06E-09	2.06E-09	2.06E-09	8.33E-32	5.006937917	1.03E-21
866	0.022010258	0.016600249	0.027155191	0.02946431	0.02946431	0.02946431	6.903132314	5.629187281	2.371323155
867	0.02626653	0.022945037	0.023251839	0.059124778	0.059124778	0.059124778	9.545890781	5.811029955	2.892301526
868	0.006537753	0.001400876	0.007448679	0.03668895	0.03668895	0.03668895	8.645122556	5.457698622	4.55501993
869	0.082242295	0.438639664	2.06E-09	2.06E-09	2.06E-09	2.06E-09	3.97E-31	3.788071424	1.15E-21
870	0.194410835	0.678560488	0.055699637	0.086362215	0.086362215	0.086362215	-2.12E-43	2.944576515	1.93E-21
871	0.045152127	0.04320188	0.031694715	0.086558912	0.086558912	0.086558912	8.06538525	5.118323177	4.943668724
872	0.008586311	0.000402261	0.011382273	0.032267216	0.032267216	0.032267216	8.035880102	5.343914716	3.921414051
873	0.018984713	0.012696354	0.015092488	0.044787786	0.044787786	0.044787786	10.57458421	5.710140598	4.046914132
874	1.75E-07	2.06E-09	0.005223264	0.039853629	0.039853629	0.039853629	8.041775855	5.404199579	4.495971626
875	0.003450594	0.0002685	2.06E-09	0.032068047	0.032068047	0.032068047	7.960705234	5.059452389	8479.910229
876	0.135976443	0.602036584	3.76E-05	2.06E-09	2.06E-09	2.06E-09	-7.31E-38	4.463975448	4.97E-23
877	0.020926035	0.020981245	0.023952928	0.059620565	0.059620565	0.059620565	9.455205674	4.798198207	3.540389259
878	0.029751083	0.032577446	0.024068284	0.119394279	0.119394279	0.119394279	8.319142982	5.696045201	3.939920679
879	0.043229158	0.043704595	0.038117989	0.133923998	0.133923998	0.133923998	9.326514643	5.16501974	3.215819398
880	0.018948013	0.018215712	0.013121426	0.068785487	0.068785487	0.068785487	10.52017615	5.767288445	4.011863382
881	0.074142244	0.075809766	0.075779042	0.145037739	0.145037739	0.145037739	8.381408528	6.127006284	2.711494743
882	0.045513495	0.038891562	0.054619033	0.060129532	0.060129532	0.060129532	8.846168039	6.023492858	4.109478976
883	0.022211823	0.02456769	0.031578286	0.072376286	0.072376286	0.072376286	8.723788498	6.042907494	3.32456852
884	0.129446627	0.502240736	2.58E-07	2.14E-09	2.14E-09	2.14E-09	-3.32E-31	4.200601934	9.60E-22
885	0.094968733	0.441315821	2.19E-09	2.06E-09	2.06E-09	2.06E-09	4.42E-31	4.720887196	1.22E-21
886	0.054369124	0.051552819	0.038018699	0.093565057	0.093565057	0.093565057	7.696615573	5.138859088	4.060479396
887	0.00752278	0.000168377	0.009034554	0.029758002	0.029758002	0.029758002	8.075742366	5.195393826	4.000688097
888	0.009267938	0.008567999	0.001903589	0.043559468	0.043559468	0.043559468	8.541156717	4.934777567	2.704251915
889	0.024506463	0.02727337	0.000774916	0.091935451	0.091935451	0.091935451	8.474087428	5.152522109	-3.380432464
890	0.019529566	0.017872319	0.018546478	0.072508737	0.072508737	0.072508737	9.237810699	5.182042166	3.570012356
891	0.019844788	0.014786207	0.02129865	0.037660021	0.037660021	0.037660021	7.536697706	5.607347338	3.439947387
892	0.00291556	2.18E-05	2.06E-09	0.040239467	0.040239467	0.040239467	6.727856987	4.909642461	-1562.883648
893	2.73E-05	1.87E-06	0.000283261	0.03580555	0.03580555	0.03580555	9.189103259	5.832403145	3.771876727
894	2.34E-08	2.08E-09	1.53E-05	0.049833085	0.049833085	0.049833085	8.616368231	5.260689954	3.63343715
895	0.16248166	0.536742526	3.25E-09	2.28E-09	2.28E-09	2.28E-09	-8.16E-29	2.454099473	4.42E-25
896	0.032291903	0.027108626	0.023058717	0.065741172	0.065741172	0.065741172	8.695356626	4.752765135	3.908742406
897	0.048610377	0.046238078	0.049066507	0.094941527	0.094941527	0.094941527	7.162541198	5.4455554	4.257902147
898	0.020333266	0.016535278	0.014656658	0.048985718	0.048985718	0.048985718	8.69605096	5.924031324	3.311322261
899	0.021972704	0.020494447	0.02241495	0.057836493	0.057836493	0.057836493	7.875541057	4.829542223	3.215413094
900	0.072286083	0.069064268	0.060415986	0.099095402	0.099095402	0.099095402	9.316495118	5.762923111	5.021976356
901	0.070073967	0.072144073	0.061369056	0.124237279	0.124237279	0.124237279	7.858230544	5.417267277	5.156551952
902	0.04266753	0.045371997	0.04311413	0.110664691	0.110664691	0.110664691	8.586067347	5.822490308	4.505549264
903	0.006506163	4.61E-06	0.008547395	0.031029199	0.031029199	0.031029199	6.933934941	4.890573997	5.376031143
904	0.159167987	0.539083326	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-1.21E-28	5.328975614	5.06E-25
905	0.075685209	0.413305522	2.06E-09	2.06E-09	2.06E-09	2.06E-09	2.71E-29	3.916015836	9.11E-21
906	0.041606147	0.03741059	0.034691446	0.069583706	0.069583706	0.069583706	8.93336543	5.791736054	3.544680955
907	0.007504737	0.001331133	0.000586545	0.036879669	0.036879669	0.036879669	8.774921117	5.249440976	3.393269331
908	0.070771311	0.410076631	2.06E-09	2.06E-09	2.06E-09	2.06E-09	5.64E-29	5.343632047	1.61E-20
909	0.083443468	0.42357125	1.55E-08	3.72E-09	3.72E-09	3.72E-09	-5.81E-28	3.28224183	2.52E-20
910	0.009720844	0.010546272	0.008919247	0.064646079	0.064646079	0.064646079	9.191458312	5.95035723	2.414357305
911	0.042583879	0.036624569	0.028450119	0.081141484	0.081141484	0.081141484	8.222015267	5.396929108	3.674858582
912	0.057794863	0.060459176	0.0498302	0.136311514	0.136311514	0.136311514	8.342460057	5.835461675	4.789010799
913	0.004623258	0.000242158	1.43E-05	0.036943309	0.036943309	0.036943309	7.99819612	4.758285877	2.797712126
914	0.046910008	0.049225763	0.042795968	0.139984416	0.139984416	0.139984416	7.409452353	5.917093205	4.058845546
915	0.006407841	0.000166251	0.010067849	0.040520562	0.040520562	0.040520562	8.115327685	6.240106073	4.703654925
916	0.051904696	0.049671641	0.038476435	0.093109985	0.093109985	0.093109985	9.880077631	5.671516342	2.992682681
917	0.004159871	7.69E-05	0.001940276	0.040131869	0.040131869	0.040131869	7.620934512	5.191943073	3.803128448
918	0.069265555	0.076487306	0.056497514	0.222281121	0.222281121	0.222281121	8.848694603	5.37636616	3.578944506
919	0.011786911	0.011440591	0.012069296	0.057792627	0.057792627	0.057792627	7.577820711	5.557733403	4.406383591
920	0.013949048	0.01281159	0.016472495	0.055805762	0.055805762	0.055805762	9.243435111	5.887118521	3.63502499
921	0.028490656	0.027565308	0.021021923	0.077913294	0.077913294	0.077913294	10.37647093	5.541462558	5.256439195
922	0.001884185	2.60E-05	0.024720981	0.03892463	0.03892463	0.03892463	7.519165001	5.793999023	4.58551952
923	0.044333364	0.0451112	0.035257807	0.084125604	0.084125604	0.084125604	8.476734674	5.729712488	4.671508719
924	0.058710296	0.062811675	0.056527476	0.15930783	0.15930783	0.15930783	8.014895958	5.969077043	4.48615714
925	0.146048592	0.539752734	2.27E-09	2.27E-09	2.27E-09	2.27E-09	-2.88E-33	5.953822691	5.88E-25
926	0.024548462	0.030367307	0.027511531	0.104608165	0.104608165	0.104608165	8.193753036	5.492196937	4.272163093
927	0.042760123	0.380783007	2.06E-09	2.06E-09	2.06E-09	2.06E-09	-2.57E-11	6.704745679	-1.23E-13
928	0.013670693	0.012233989	0.012036657	0.053261163	0.053261163	0.053261163	9.784977125	5.70885219	2.634050663
929	0.001250568	6.29E-05	0.013016884	0.037932445	0.037932445	0.037932445	7.251856314	4.357520665	4.341541868
930	0.045332476	0.044747257	0.046987011	0.080214389	0.080214389	0.080214389	7.772401604	5.080053206	3.939403935
931	0.00427078	8.10E-05	0.01780791	0.035706671	0.035706671	0.035706671	7.455609946	5.076765003	4.503893553
932	0.00363659	0.009249489	0.009376485	0.073885806	0.073885806	0.073885806	8.139427072	5.09282876	3.456227691
933	0.017785258	0.015715524	0.021802719	0.058661667	0.058661667	0.058661667	9.154086818	5.272997645	2.743880011
934	0.181138654	0.660792878	3.79E-05	2.06E-09	2.06E-09	2.06E-09	-7.22E-41	5.153237428	5.23E-25
935	0.016465992	0.016048236	0.01267974	0.072004555	0.072004555	0.072004555	8.682941018	6.079401102	4.007846357
936	0.006006202	0.000314729	5.56E-05	0.03439051	0.03439051	0.03439051	7.708269272	5.67695857	1.69115003
937	0.020496842	0.019619831	0.013358377	0.072898493	0.072898493	0.072898493	8.446266357	6.052287986	2.97508714
938	0.020826416	0.017997206	0.018653126	0.069983997	0.069983997	0.069983997	9.944348731	5.831650541	4.26124433
939	0.026147438	0.025971699	0.027393242	0.067796012	0.067796012	0.067796012	8.357313919	5.618147989	5.064274319
940	0.001497349	7.48E-05	0.007226751	0.045801109	0.045801109	0.045801109	8.331950358	5.224046376	3.580917787
941	0.006491717	0.00065135	0.008334151	0.028882552	0.028882552	0.028882552	7.687500649	4.619027319	4.418787758
942	0.086601458	0.085600707	0.078937239	0.161501502	0.161501502	0.161501502	8.452341202	4.843089932	4.254679356
943	0.00825147	0.0011052	0.00061592	0.036877406	0.036877406	0.036877406	9.308979551	5.983708679	3.242399802
944	0.014279013	0.013226286	0.013755034	0.06769217	0.06769217	0.06769217	7.98977943	5.380364025	4.407610915
945	0.044806583	0.045598141	0.041751785	0.106640096	0.106640096	0.106640096	7.647610191	4.766419125	4.802508632
946	0.015253169	0.008596833	0.025861354	0.029943068	0.029943068	0.029943068	7.936181929	5.962597663	3.463146066
947	0.026123329	0.023724038	0.03302174	0.053649775	0.053649775	0.053649775	7.881189139	6.071170854	3.66337469
948	0.03469497	0.361529893	0.018941596	0.081263907	0.081263907	0.081263907	9.63E-11	5.845689395	-1.52E-09
949	0.014373504	0.013637881	0.008637414	0.07144736	0.07144736	0.07144736	9.950063836	5.664401649	3.23965241
950	0.04973934	0.385922225	2.06E-09	2.06E-09	2.06E-09	2.06E-09	1.55E-11	9.037513818	-1.25E-13
951	0.001947185	0.308258827	0.000119987	3.80E-09	3.80E-09	3.80E-09	0.864911914	7.344625431	-28431.88696
952	0.002723046	0.000154744	2.07E-05	0.039080994	0.039080994	0.039080994	9.369273806	5.93296131	-1.004306784
953	0.01255662	0.007339356	2.06E-09	0.045994252	0.045994252	0.045994252	8.718717008	5.541691602	136890.2277
954	0.054344503	0.053264909	0.044788729	0.122795684	0.122795684	0.122795684	8.635623635	5.323630627	4.487073554
955	0.073176617	0.413017754	2.06E-09	5.25E-09	5.25E-09	5.25E-09	-7.71E-28	4.954342157	1.18E-20
956	0.001562579	5.16E-05	0.020948632	0.03469406	0.03469406	0.03469406	7.943259513	5.004995706	4.478334894
957	0.054681769	0.399297835	2.06E-09	2.06E-09	2.06E-09	2.06E-09	2.22E-28	5.193237174	3.73E-20
958	0.017600352	0.0173251	0.023163753	0.068876104	0.068876104	0.068876104	10.16913285	5.849251933	3.876990417
959	0.023618967	0.022025774	0.030713104	0.062241674	0.062241674	0.062241674	8.795171348	5.423920118	5.471214789
960	0.007064783	7.85E-05	2.06E-09	0.037319784	0.037319784	0.037319784	8.57535741	5.412668997	499.9470618
961	0.03073206	0.027018317	0.02970587	0.065084797	0.065084797	0.065084797	9.355552943	5.895911719	3.967807252
962	0.002599575	5.96E-05	2.06E-09	0.034079823	0.034079823	0.034079823	7.600111301	4.735897125	1923.38896
963	0.026996951	0.027443269	0.027269576	0.075649611	0.075649611	0.075649611	9.23284862	5.45552555	4.265332932
964	0.02059981	0.022667969	0.010505155	0.085135102	0.085135102	0.085135102	7.372673065	6.092394017	4.801748294
